Date,Open,High,Low,Close,Adj Close,Volume
2018-11-16,3930,4110,3920,4050,3491.253418,128595600
2018-11-19,4050,4050,3930,3950,3405.049561,72785900
2018-11-20,3950,3950,3950,3950,3405.049561,0
2018-11-21,3860,3960,3850,3960,3413.67041,97525800
2018-11-22,3910,3990,3910,3980,3430.911133,52279900
2018-11-23,3980,4000,3950,3990,3439.53125,35499400
2018-11-26,3980,4000,3950,3990,3439.53125,43879100
2018-11-27,3940,3950,3850,3880,3344.707275,116422400
2018-11-28,3890,3900,3710,3720,3206.78125,195860500
2018-11-29,3770,3810,3710,3740,3224.021973,120921500
2018-11-30,3760,3780,3680,3680,3172.299561,151545800
2018-12-03,3740,3770,3700,3700,3189.540283,106891000
2018-12-04,3720,3780,3720,3780,3258.503418,121586400
2018-12-05,3740,3800,3730,3770,3249.883057,58424400
2018-12-06,3740,3770,3700,3710,3198.160889,62164100
2018-12-07,3700,3710,3660,3670,3163.679443,92902000
2018-12-10,3650,3720,3610,3680,3172.299561,70093700
2018-12-11,3640,3670,3610,3620,3120.577148,88050700
2018-12-12,3660,3670,3620,3650,3146.438477,87333000
2018-12-13,3680,3780,3660,3750,3232.642334,118965900
2018-12-14,3800,3840,3730,3730,3215.401611,139547100
2018-12-17,3740,3770,3710,3710,3198.160889,86251600
2018-12-18,3700,3740,3680,3740,3224.021973,79833100
2018-12-19,3740,3810,3740,3810,3284.364502,81542500
2018-12-20,3810,3810,3720,3740,3224.021973,100129200
2018-12-21,3700,3770,3700,3760,3241.262695,114752300
2018-12-24,3760,3760,3760,3760,3241.262695,0
2018-12-25,3760,3760,3760,3760,3241.262695,0
2018-12-26,3730,3750,3700,3730,3215.401611,50416400
2018-12-27,3780,3790,3730,3750,3232.642334,49980900
2018-12-28,3770,3780,3750,3750,3232.642334,48224400
2018-12-31,3750,3750,3750,3750,3232.642334,0
2019-01-01,3750,3750,3750,3750,3232.642334,0
2019-01-02,3750,3760,3700,3730,3215.401611,31355300
2019-01-03,3710,3770,3690,3740,3224.021973,83842400
2019-01-04,3690,3740,3690,3710,3198.160889,73936900
2019-01-07,3760,3790,3750,3770,3249.883057,83678100
2019-01-08,3770,3800,3750,3800,3275.744141,67963700
2019-01-09,3820,3830,3730,3730,3215.401611,98529400
2019-01-10,3760,3800,3740,3800,3275.744141,126396700
2019-01-11,3820,3860,3800,3860,3327.466553,116753700
2019-01-14,3810,3850,3790,3850,3318.845947,68487000
2019-01-15,3860,3930,3850,3930,3387.808838,83464900
2019-01-16,3940,4000,3920,3990,3439.53125,139056700
2019-01-17,3970,3990,3960,3990,3439.53125,78766100
2019-01-18,4010,4020,3970,4020,3465.392578,76350400
2019-01-21,4040,4050,4020,4030,3474.012695,83317600
2019-01-22,4000,4010,3930,4000,3448.151855,95420500
2019-01-23,3950,3980,3920,3920,3379.188965,72518500
2019-01-24,3900,3910,3830,3860,3327.466553,118836500
2019-01-25,3880,3930,3840,3880,3344.707275,75844000
2019-01-28,3880,3890,3730,3780,3258.503418,168983100
2019-01-29,3780,3850,3780,3840,3310.22583,118131200
2019-01-30,3850,3890,3830,3860,3327.466553,85903100
2019-01-31,3900,3920,3870,3900,3361.947998,110953700
2019-02-01,3910,3930,3830,3870,3336.08667,79588900
2019-02-04,3890,3890,3780,3780,3258.503418,70070500
2019-02-05,3780,3780,3780,3780,3258.503418,0
2019-02-06,3820,3870,3820,3860,3327.466553,72180200
2019-02-07,3890,3890,3830,3860,3327.466553,39141500
2019-02-08,3810,3850,3810,3850,3318.845947,32131700
2019-02-11,3870,3940,3860,3930,3387.808838,88628900
2019-02-12,3900,3910,3800,3820,3292.985107,92427800
2019-02-13,3840,3850,3780,3790,3267.123779,113161100
2019-02-14,3790,3810,3740,3740,3224.021973,76939400
2019-02-15,3770,3800,3730,3790,3267.123779,67812600
2019-02-18,3830,3920,3830,3900,3361.947998,80275800
2019-02-19,3930,3940,3900,3920,3379.188965,82962700
2019-02-20,3940,3940,3830,3870,3336.08667,87933000
2019-02-21,3870,3890,3860,3870,3336.08667,48031100
2019-02-22,3870,3870,3820,3840,3310.22583,61392700
2019-02-25,3900,3920,3850,3910,3370.568115,53792400
2019-02-26,3920,3930,3880,3930,3387.808838,49657300
2019-02-27,3900,3940,3890,3910,3370.568115,48788200
2019-02-28,3880,3900,3840,3860,3327.466553,161156000
2019-03-01,3890,3920,3880,3910,3370.568115,49810100
2019-03-04,3910,3910,3850,3850,3318.845947,32250500
2019-03-05,3890,3890,3820,3870,3336.08667,41171000
2019-03-06,3860,3880,3820,3820,3292.985107,69927600
2019-03-07,3820,3820,3820,3820,3292.985107,0
2019-03-08,3810,3820,3740,3740,3224.021973,105963500
2019-03-11,3780,3820,3760,3800,3275.744141,43971600
2019-03-12,3800,3820,3730,3760,3241.262695,43343700
2019-03-13,3730,3770,3710,3720,3206.78125,45607600
2019-03-14,3720,3760,3710,3740,3224.021973,62094100
2019-03-15,3720,3760,3710,3750,3232.642334,68778100
2019-03-18,3770,3820,3760,3820,3292.985107,44322600
2019-03-19,3800,3820,3770,3780,3258.503418,33156500
2019-03-20,3810,3820,3750,3760,3241.262695,42784600
2019-03-21,3800,3810,3780,3790,3267.123779,36527500
2019-03-22,3800,3820,3790,3800,3275.744141,26772900
2019-03-25,3730,3790,3720,3790,3267.123779,49162900
2019-03-26,3780,3820,3780,3820,3292.985107,23049100
2019-03-27,3840,3840,3810,3820,3292.985107,35521900
2019-03-28,3820,3890,3810,3880,3344.707275,55847200
2019-03-29,3880,3970,3880,3960,3413.67041,82231400
2019-04-01,3950,3960,3900,3930,3387.808838,28246400
2019-04-02,3910,3950,3910,3930,3387.808838,35443400
2019-04-03,3930,3930,3930,3930,3387.808838,0
2019-04-04,3980,4040,3950,4030,3474.012695,96122100
2019-04-05,4020,4090,4000,4060,3499.874023,66832600
2019-04-08,4020,4030,3940,3950,3405.049561,73208300
2019-04-09,3980,4000,3910,3950,3405.049561,88580200
2019-04-10,3920,3950,3890,3930,3387.808838,52555500
2019-04-11,3900,3930,3880,3890,3353.327393,51480700
2019-04-12,3820,3870,3810,3830,3301.605225,45324300
2019-04-15,3860,3860,3810,3830,3301.605225,44510600
2019-04-16,3830,3880,3830,3870,3336.08667,62572100
2019-04-17,3870,3870,3870,3870,3336.08667,0
2019-04-18,3920,3950,3840,3860,3327.466553,119263400
2019-04-19,3860,3860,3860,3860,3327.466553,0
2019-04-22,3860,3860,3780,3780,3258.503418,48671200
2019-04-23,3780,3870,3730,3850,3318.845947,86443700
2019-04-24,3850,3860,3780,3840,3310.22583,76660900
2019-04-25,3800,3840,3790,3830,3301.605225,52775100
2019-04-26,3800,3910,3800,3910,3370.568115,66452700
2019-04-29,3850,3900,3850,3860,3327.466553,50143700
2019-04-30,3890,3890,3750,3790,3267.123779,132318200
2019-05-01,3790,3790,3790,3790,3267.123779,0
2019-05-02,3760,3880,3760,3830,3301.605225,136768800
2019-05-03,3800,3830,3760,3820,3292.985107,101522800
2019-05-06,3760,3840,3720,3840,3310.22583,107167400
2019-05-07,3870,3910,3840,3900,3361.947998,74814500
2019-05-08,3890,3920,3870,3900,3361.947998,77743400
2019-05-09,3860,3900,3800,3800,3275.744141,74716500
2019-05-10,3800,3840,3790,3790,3267.123779,66672500
2019-05-13,3820,3840,3760,3770,3249.883057,47605100
2019-05-14,3730,3800,3720,3760,3241.262695,77483200
2019-05-15,3770,3790,3660,3660,3155.058838,57596600
2019-05-16,3660,3720,3530,3600,3103.336426,107366200
2019-05-17,3610,3620,3500,3510,3025.753174,94437400
2019-05-20,3520,3620,3480,3600,3103.336426,82354400
2019-05-21,3600,3630,3550,3600,3103.336426,106104000
2019-05-22,3590,3600,3540,3540,3051.614258,63687000
2019-05-23,3540,3690,3540,3660,3155.058838,113281100
2019-05-24,3700,3780,3690,3750,3232.642334,87594500
2019-05-27,3760,3830,3750,3820,3292.985107,87146600
2019-05-28,3800,3820,3690,3690,3180.920166,322246900
2019-05-29,3750,3830,3730,3780,3258.503418,122534500
2019-05-30,3780,3780,3780,3780,3258.503418,0
2019-05-31,3780,3930,3780,3900,3361.947998,194331700
2019-06-03,3900,3900,3900,3900,3361.947998,0
2019-06-04,3900,3900,3900,3900,3361.947998,0
2019-06-05,3900,3900,3900,3900,3361.947998,0
2019-06-06,3900,3900,3900,3900,3361.947998,0
2019-06-07,3900,3900,3900,3900,3361.947998,0
2019-06-10,4000,4060,3970,4040,3482.633301,222522800
2019-06-11,4010,4060,4000,4020,3465.392578,88861700
2019-06-12,3880,3950,3840,3940,3443.20166,134724400
2019-06-13,3940,3990,3900,3990,3486.897217,115734700
2019-06-14,4020,4050,3970,3990,3486.897217,92466800
2019-06-17,3950,3970,3900,3900,3408.245605,60851700
2019-06-18,3890,3990,3890,3980,3478.158203,66112800
2019-06-19,null,null,null,null,null,null
2019-06-20,4110,4110,4020,4040,3530.592773,57673700
2019-06-21,4010,4040,3950,4040,3530.592773,154049700
2019-06-24,4050,4050,3970,3980,3478.158203,50525100
2019-06-25,4040,4040,4000,4010,3504.375488,42601100
2019-06-26,4020,4050,3980,3980,3478.158203,56092200
2019-06-27,4010,4120,4000,4090,3574.288086,94221200
2019-06-28,4100,4200,4090,4140,3617.983643,130153100
2019-07-01,4200,4240,4170,4220,3687.896484,79382300
2019-07-02,4240,4250,4180,4250,3714.113525,87999800
2019-07-03,4160,4240,4160,4240,3705.374512,63296200
2019-07-04,4190,4260,4190,4250,3714.113525,38459300
2019-07-05,4260,4280,4240,4280,3740.330811,50332800
2019-07-08,4230,4290,4210,4270,3731.591797,57903400
2019-07-09,4300,4370,4270,4350,3801.504639,124822400
2019-07-10,4310,4320,4260,4290,3749.070068,62529900
2019-07-11,4250,4280,4240,4270,3731.591797,25645900
2019-07-12,4240,4250,4170,4180,3652.939941,57088600
2019-07-15,4250,4290,4230,4280,3740.330811,66960500
2019-07-16,4240,4280,4210,4240,3705.374512,45461500
2019-07-17,4250,4260,4220,4230,3696.635498,32069800
2019-07-18,4220,4250,4210,4240,3705.374512,45408100
2019-07-19,4260,4280,4250,4270,3731.591797,60692800
2019-07-22,4250,4270,4230,4260,3722.852783,37513700
2019-07-23,4260,4270,4200,4250,3714.113525,62628100
2019-07-24,4230,4240,4160,4190,3661.679199,73904300
2019-07-25,4160,4240,4160,4210,3679.157227,49276300
2019-07-26,4160,4210,4110,4160,3635.46167,70952400
2019-07-29,4150,4240,4140,4200,3670.417969,54336900
2019-07-30,4280,4300,4260,4270,3731.591797,88417200
2019-07-31,4240,4300,4210,4300,3757.809326,175741000
2019-08-01,4300,4300,4260,4280,3740.330811,94856600
2019-08-02,4280,4300,4250,4280,3740.330811,82253800
2019-08-05,4200,4220,4060,4080,3565.549072,112253200
2019-08-06,4060,4190,4050,4130,3609.244385,108890100
2019-08-07,4230,4270,4170,4210,3679.157227,104785500
2019-08-08,4270,4290,4240,4260,3722.852783,95204000
2019-08-09,4300,4300,4240,4260,3722.852783,89600500
2019-08-12,4300,4320,4230,4260,3722.852783,41817800
2019-08-13,4290,4290,4230,4250,3714.113525,98757900
2019-08-14,4300,4300,4270,4290,3749.070068,84928200
2019-08-15,4200,4290,4200,4290,3749.070068,97255500
2019-08-16,4300,4310,4220,4280,3740.330811,51853900
2019-08-19,4340,4340,4290,4340,3792.765625,86011300
2019-08-20,4350,4470,4340,4470,3906.373779,143171600
2019-08-21,4460,4500,4390,4410,3853.938965,99649300
2019-08-22,4380,4450,4320,4450,3888.895508,110968600
2019-08-23,4390,4450,4340,4380,3827.72168,83823900
2019-08-26,4280,4360,4280,4330,3784.026367,77603200
2019-08-27,4390,4410,4320,4380,3827.72168,168209400
2019-08-28,4430,4430,4350,4370,3818.982666,68091100
2019-08-29,4370,4440,4370,4380,3827.72168,65718900
2019-08-30,4430,4450,4420,4450,3888.895508,95138200
2019-09-02,4440,4450,4400,4410,3853.938965,27531000
2019-09-03,4440,4440,4330,4350,3801.504639,66884700
2019-09-04,4310,4350,4280,4290,3749.070068,78905600
2019-09-05,4290,4360,4290,4320,3775.287109,97098300
2019-09-06,4360,4360,4210,4210,3679.157227,117223300
2019-09-09,4280,4300,4240,4270,3731.591797,47057300
2019-09-10,4300,4300,4250,4270,3731.591797,80403000
2019-09-11,4300,4300,4210,4250,3714.113525,90211600
2019-09-12,4220,4230,4160,4170,3644.200928,70382200
2019-09-13,4230,4230,4160,4160,3635.46167,64074800
2019-09-16,4160,4260,4160,4220,3687.896484,85284700
2019-09-17,4240,4280,4220,4270,3731.591797,86432000
2019-09-18,4250,4280,4230,4250,3714.113525,72359600
2019-09-19,4260,4260,4190,4210,3679.157227,58720600
2019-09-20,4250,4300,4230,4290,3749.070068,132359100
2019-09-23,4290,4300,4230,4250,3714.113525,70483600
2019-09-24,4210,4240,4150,4210,3679.157227,88979100
2019-09-25,4220,4250,4180,4220,3687.896484,84582300
2019-09-26,4220,4370,4200,4360,3810.243408,79324000
2019-09-27,4310,4350,4300,4310,3766.54834,52305800
2019-09-30,4270,4330,4270,4310,3766.54834,111879100
2019-10-01,4400,4400,4220,4250,3714.113525,60332400
2019-10-02,4260,4300,4190,4200,3670.417969,51606300
2019-10-03,4190,4250,4160,4200,3670.417969,56433000
2019-10-04,4250,4250,4180,4190,3661.679199,34082000
2019-10-07,4240,4240,4090,4110,3591.766357,42996900
2019-10-08,4170,4170,4060,4090,3574.288086,74448900
2019-10-09,4090,4170,4080,4120,3600.505371,59314500
2019-10-10,4060,4120,4060,4110,3591.766357,34345600
2019-10-11,4100,4170,4100,4170,3644.200928,42198800
2019-10-14,4200,4210,4150,4190,3661.679199,52681800
2019-10-15,4190,4190,4150,4170,3644.200928,64670200
2019-10-16,4170,4190,4140,4170,3644.200928,70555700
2019-10-17,4160,4180,4140,4170,3644.200928,50695300
2019-10-18,4170,4190,4160,4190,3661.679199,169540200
2019-10-21,4200,4250,4190,4200,3670.417969,63797000
2019-10-22,4200,4250,4200,4230,3696.635498,56711100
2019-10-23,4210,4270,4210,4260,3722.852783,97971900
2019-10-24,4300,4350,4250,4350,3801.504639,99213400
2019-10-25,4320,4360,4270,4280,3740.330811,67661500
2019-10-28,4280,4280,4220,4260,3722.852783,30710600
2019-10-29,4230,4330,4220,4330,3784.026367,68715000
2019-10-30,4290,4350,4210,4270,3731.591797,89575600
2019-10-31,4220,4240,4080,4110,3591.766357,185713300
2019-11-01,4090,4150,4060,4080,3565.549072,107208500
2019-11-04,4080,4160,4080,4150,3626.7229,65897700
2019-11-05,4170,4200,4130,4200,3670.417969,109276000
2019-11-06,4180,4190,4110,4120,3600.505371,134618700
2019-11-07,4150,4150,3990,4070,3556.810059,125291200
2019-11-08,4010,4120,3990,4110,3591.766357,70404800
2019-11-11,4040,4120,4040,4100,3583.0271,57079800
2019-11-12,4050,4190,4050,4180,3652.939941,88251100
2019-11-13,4130,4170,4100,4150,3626.7229,91925700
2019-11-14,4110,4130,4010,4050,3539.331787,123468500
2019-11-15,4080,4090,4030,4080,3565.549072,50780500
2019-11-18,4040,4060,3990,4000,3495.636475,104978700
2019-11-19,4000,4020,3970,4020,3513.114502,113996600
2019-11-20,4000,4090,4000,4090,3574.288086,149185500
2019-11-21,4050,4090,4020,4020,3513.114502,64005900
2019-11-22,4030,4050,4000,4050,3539.331787,76569400
2019-11-25,4070,4070,3940,3950,3451.940674,107581200
2019-11-26,3950,3960,3860,3860,3373.289307,281002600
2019-11-27,3870,3930,3800,3880,3390.767334,97511300
2019-11-28,3830,3900,3800,3820,3338.332764,70635000
2019-11-29,3860,3950,3840,3930,3434.462646,72146900
2019-12-02,3960,3960,3930,3950,3451.940674,74263500
2019-12-03,3920,3940,3910,3920,3425.723633,74494000
2019-12-04,3920,3990,3900,3990,3486.897217,64948300
2019-12-05,3990,4080,3990,4060,3548.070801,118494800
2019-12-06,4040,4100,4020,4100,3583.0271,50682100
2019-12-09,4080,4110,4050,4070,3556.810059,80864200
2019-12-10,4050,4070,4010,4040,3530.592773,54824900
2019-12-11,4010,4050,4000,4050,3539.331787,79749500
2019-12-12,4040,4050,3950,3950,3451.940674,147627000
2019-12-13,4000,4020,3960,3990,3486.897217,81937300
2019-12-16,3970,4020,3960,3970,3469.418945,86479200
2019-12-17,3970,3990,3950,3980,3478.158203,91747200
2019-12-18,3960,4000,3950,3990,3486.897217,101569300
2019-12-19,3970,3980,3900,3900,3408.245605,127316000
2019-12-20,3900,4020,3900,4020,3513.114502,152132200
2019-12-23,4020,4030,3980,4020,3513.114502,58715700
2019-12-26,4020,4020,3980,4000,3495.636475,36935300
2019-12-27,3990,4010,3980,3990,3486.897217,52812000
2019-12-30,3980,4030,3970,3970,3469.418945,67738300
2020-01-02,3970,4000,3900,3910,3416.984375,52094000
2020-01-03,3960,3980,3930,3980,3478.158203,70032900
2020-01-06,3930,3970,3930,3960,3460.679932,42908900
2020-01-07,3930,3970,3920,3940,3443.20166,51837600
2020-01-08,3920,3950,3900,3900,3408.245605,52402600
2020-01-09,3920,3970,3920,3960,3460.679932,37580300
2020-01-10,3980,3990,3950,3980,3478.158203,48099000
2020-01-13,4000,4030,3990,4030,3521.85376,61913800
2020-01-14,3980,4000,3940,3950,3451.940674,95058600
2020-01-15,3960,3960,3870,3880,3390.767334,147583300
2020-01-16,3890,3890,3830,3850,3364.550049,118903100
2020-01-17,3860,3870,3800,3810,3329.593506,119904100
2020-01-20,3820,3840,3800,3810,3329.593506,73599200
2020-01-21,3810,3900,3810,3890,3399.506348,78014400
2020-01-22,3890,3890,3850,3860,3373.289307,45839800
2020-01-23,3860,3880,3830,3880,3390.767334,41077400
2020-01-24,3880,3930,3860,3920,3425.723633,58524000
2020-01-27,3920,3920,3830,3840,3355.811035,33081800
2020-01-28,3810,3840,3800,3830,3347.071777,56210000
2020-01-29,3840,3900,3840,3900,3408.245605,51929800
2020-01-30,3910,3910,3850,3860,3373.289307,60391600
2020-01-31,3890,3890,3780,3800,3320.854248,120447900
2020-02-03,3800,3820,3730,3740,3268.419922,68360600
2020-02-04,3810,3810,3730,3760,3285.897949,77259600
2020-02-05,3760,3780,3720,3770,3294.637207,68150800
2020-02-06,3800,3800,3750,3760,3285.897949,56261500
2020-02-07,3780,3820,3760,3790,3312.115479,53578900
2020-02-10,3800,3850,3780,3810,3329.593506,86588500
2020-02-11,3810,3830,3780,3790,3312.115479,50248200
2020-02-12,3800,3850,3780,3820,3338.332764,73840300
2020-02-13,3820,3830,3710,3730,3259.680908,66699800
2020-02-14,3680,3730,3640,3640,3181.029053,108793300
2020-02-17,3630,3660,3590,3610,3154.811768,94887800
2020-02-18,3590,3660,3590,3620,3163.550781,94382900
2020-02-19,3620,3640,3590,3620,3163.550781,63717800
2020-02-20,3620,3650,3600,3630,3172.290039,53035400
2020-02-21,3650,3710,3640,3690,3224.724609,86862600
2020-02-24,3670,3720,3630,3640,3181.029053,72610600
2020-02-25,3600,3670,3590,3590,3137.333496,73990700
2020-02-26,3530,3550,3450,3510,3067.420898,133449900
2020-02-27,3510,3550,3420,3470,3032.464355,88389400
2020-02-28,3390,3490,3340,3490,3049.942627,151751800
2020-03-02,3470,3550,3440,3440,3006.247314,96802900
2020-03-03,3510,3660,3470,3620,3163.550781,114698200
2020-03-04,3640,3840,3630,3830,3347.071777,136081000
2020-03-05,3820,3880,3760,3830,3347.071777,101235000
2020-03-06,3730,3790,3710,3750,3277.15918,86476000
2020-03-09,3560,3620,3500,3500,3058.681641,109347300
2020-03-10,3480,3620,3480,3490,3049.942627,119718000
2020-03-11,3470,3480,3370,3400,2971.290771,115486900
2020-03-12,3300,3440,3270,3310,2892.63916,84363800
2020-03-13,3310,3310,3310,3310,2892.63916,0
2020-03-16,3300,3300,3160,3160,2761.552734,115972300
2020-03-17,3160,3160,2940,2940,2569.292725,150122700
2020-03-18,3010,3080,2740,2810,2455.684326,150147300
2020-03-19,2810,2810,2620,2620,2289.641846,138987300
2020-03-20,2660,2990,2450,2880,2516.85791,267694700
2020-03-23,2880,2880,2680,2680,2342.076416,86157200
2020-03-24,2700,2880,2570,2620,2289.641846,243778900
2020-03-26,2550,3080,2550,2980,2604.249023,267369500
2020-03-27,3050,3270,3050,3090,2700.37915,200952500
2020-03-30,3060,3180,2880,3140,2744.074463,134474300
2020-03-31,3180,3300,3120,3160,2761.552734,151302900
2020-04-01,3180,3200,3040,3100,2709.118164,104550600
2020-04-02,3100,3130,3020,3130,2735.335449,92893600
2020-04-03,3150,3220,3120,3200,2796.509277,83469200
2020-04-06,3280,3330,3180,3330,2910.117188,115495000
2020-04-07,3390,3500,3200,3220,2813.987305,166425600
2020-04-08,3220,3220,3050,3110,2717.857178,124553900
2020-04-09,3110,3180,3030,3120,2726.596436,122622400
2020-04-13,3140,3230,3130,3180,2779.030762,45469500
2020-04-14,3200,3250,3160,3240,2831.465576,79114600
2020-04-15,3250,3300,3090,3110,2717.857178,69832000
2020-04-16,3110,3110,3000,3000,2621.727051,109582500
2020-04-17,3050,3250,3050,3230,2822.726563,127860400
2020-04-20,3270,3270,3120,3120,2726.596436,77306900
2020-04-21,3120,3130,3050,3070,2682.900879,43239400
2020-04-22,3050,3270,3030,3160,2761.552734,126278300
2020-04-23,3200,3240,3070,3070,2682.900879,117391500
2020-04-24,3100,3160,3080,3090,2700.37915,84061400
2020-04-27,3120,3200,3100,3150,2752.813477,85475400
2020-04-28,3170,3200,3140,3160,2761.552734,80212700
2020-04-29,3200,3390,3100,3350,2927.595459,154902100
2020-04-30,3400,3540,3350,3500,3058.681641,163170100
2020-05-04,3400,3400,3260,3320,2901.37793,108988600
2020-05-05,3320,3390,3320,3320,2901.37793,74036700
2020-05-06,3300,3340,3220,3240,2831.465576,86395000
2020-05-08,3270,3290,3150,3190,2787.769775,143584400
2020-05-11,3220,3250,3210,3220,2813.987305,58473100
2020-05-12,3270,3270,3100,3150,2752.813477,138978700
2020-05-13,3150,3170,3080,3160,2761.552734,73238700
2020-05-14,3110,3140,3060,3070,2682.900879,101581300
2020-05-15,3100,3130,3020,3100,2709.118164,114753900
2020-05-18,3100,3220,3100,3220,2813.987305,108828800
2020-05-19,3250,3330,3250,3270,2857.682861,97387100
2020-05-20,3200,3260,3180,3180,2779.030762,76086600
2020-05-26,3150,3280,3130,3250,2840.20459,105792900
2020-05-27,3250,3270,3150,3170,2770.291748,128693900
2020-05-28,3180,3210,3130,3130,2735.335449,177385100
2020-05-29,3100,3150,3080,3150,2752.813477,276092100
2020-06-02,3160,3270,3120,3250,2840.20459,174790600
2020-06-03,3280,3320,3230,3290,2875.160889,216200900
2020-06-04,3320,3390,3250,3300,2883.899902,167708600
2020-06-05,3360,3360,3200,3230,2822.726563,188420700
2020-06-08,3250,3290,3220,3230,2822.726563,221641600
2020-06-09,3250,3270,3140,3140,2744.074463,171214500
2020-06-10,3150,3190,3100,3110,2717.857178,263483700
2020-06-11,3120,3150,3060,3080,2691.640137,175767800
2020-06-12,3080,3080,2970,3030,2647.944336,260087300
2020-06-15,3060,3150,3030,3090,2700.37915,241625700
2020-06-16,3150,3220,3130,3200,2796.509277,194424800
2020-06-17,3210,3230,3140,3210,2805.248047,177784900
2020-06-18,3210,3350,3180,3280,2866.421875,235586600
2020-06-19,3300,3340,3250,3280,2866.421875,227358800
2020-06-22,3290,3300,3180,3200,2796.509277,159776500
2020-06-23,3200,3200,3120,3130,2735.335449,167271000
2020-06-24,3150,3230,3140,3180,2779.030762,170895600
2020-06-25,3160,3220,3140,3160,2761.552734,100882600
2020-06-26,3190,3220,3180,3190,2787.769775,100784500
2020-06-29,3200,3250,3160,3180,2779.030762,156613200
2020-06-30,3090,3100,3050,3050,2801.135254,258068400
2020-07-01,3070,3100,3010,3040,2791.951172,148037400
2020-07-02,3040,3140,3040,3140,2883.791504,178357900
2020-07-03,3150,3180,3110,3120,2865.423584,102033100
2020-07-06,3130,3150,3040,3050,2801.135254,248572600
2020-07-07,3060,3120,3050,3120,2865.423584,169104200
2020-07-08,3130,3160,3110,3150,2892.975586,158166300
2020-07-09,3170,3190,3110,3110,2856.239502,125940800
2020-07-10,3110,3130,3100,3110,2856.239502,95422400
2020-07-13,3120,3130,3080,3090,2837.871338,77733900
2020-07-14,3100,3110,3070,3080,2828.6875,111442600
2020-07-15,3120,3130,3080,3090,2837.871338,102304100
2020-07-16,3090,3110,3080,3100,2847.05542,91951000
2020-07-17,3100,3110,3060,3060,2810.319336,112416300
2020-07-20,3080,3080,3040,3060,2810.319336,64735500
2020-07-21,3050,3110,3050,3060,2810.319336,101283800
2020-07-22,3070,3090,3060,3070,2819.503418,69462100
2020-07-23,3070,3090,3060,3070,2819.503418,70482100
2020-07-24,3080,3080,3020,3020,2773.583008,137265100
2020-07-27,3020,3050,3020,3040,2791.951172,58708800
2020-07-28,3050,3050,3010,3020,2773.583008,102705300
2020-07-29,3030,3050,3000,3000,2755.214844,114352000
2020-07-30,3040,3050,3000,3050,2801.135254,95785000
2020-08-03,3060,3060,2850,2920,2681.742676,255659800
2020-08-04,2970,2970,2920,2950,2709.294678,96018000
2020-08-05,2960,3040,2920,3020,2773.583008,120719100
2020-08-06,3050,3050,3000,3020,2773.583008,71699000
2020-08-07,3020,3030,2970,2980,2736.846924,78347200
2020-08-10,3000,3020,2970,2970,2727.662842,65485400
2020-08-11,2980,3000,2930,2930,2690.926514,175693000
2020-08-12,2930,2960,2920,2950,2709.294678,110934800
2020-08-13,2950,3020,2950,3010,2764.398926,160906600
2020-08-14,3020,3040,3000,3030,2782.76709,93007500
2020-08-18,3030,3060,3000,3050,2801.135254,139358500
2020-08-19,3050,3050,3000,3000,2755.214844,103980600
2020-08-24,3010,3020,2990,3000,2755.214844,76713900
2020-08-25,3010,3010,2980,2980,2736.846924,100013600
2020-08-26,2980,3050,2980,3020,2773.583008,122465300
2020-08-27,3020,3040,2970,2990,2746.030762,102787800
2020-08-28,2990,2990,2940,2960,2718.47876,160569500
2020-08-31,2960,2980,2860,2860,2626.638184,204261100
2020-09-01,2900,2910,2860,2900,2663.374512,90565400
2020-09-02,2900,2970,2900,2950,2709.294678,107589800
2020-09-03,2950,2960,2880,2900,2663.374512,123106100
2020-09-04,2850,2890,2840,2860,2626.638184,143569100
2020-09-07,2870,2910,2870,2900,2663.374512,62206600
2020-09-08,2890,2900,2860,2860,2626.638184,80068200
2020-09-09,2850,2860,2800,2800,2571.533936,108397400
2020-09-10,2800,2800,2620,2700,2479.693359,287496300
2020-09-11,2670,2840,2650,2810,2580.718018,197756800
2020-09-14,2830,2890,2820,2890,2654.19043,127562700
2020-09-15,2890,2900,2810,2830,2599.085938,106215900
2020-09-16,2810,2830,2770,2790,2562.349854,68113400
2020-09-17,2810,2850,2780,2820,2589.9021,97257400
2020-09-18,2850,2890,2840,2890,2654.19043,162116700
2020-09-21,2890,2910,2800,2810,2580.718018,100305100
2020-09-22,2790,2810,2750,2780,2553.165771,75891600
2020-09-23,2770,2810,2740,2800,2571.533936,85953300
2020-09-24,2750,2760,2710,2730,2507.245605,74516800
2020-09-25,2720,2740,2670,2690,2470.509277,180968900
2020-09-28,2710,2730,2660,2660,2442.957275,89256700
2020-09-29,2690,2690,2630,2630,2415.405029,155853900
2020-09-30,2630,2650,2540,2560,2351.116699,235611600
2020-10-01,2600,2760,2600,2750,2525.61377,225006000
2020-10-02,2750,2750,2650,2680,2461.325195,140161900
2020-10-05,2690,2710,2640,2650,2433.773193,124720200
2020-10-06,2680,2700,2620,2650,2433.773193,148977400
2020-10-07,2650,2670,2620,2660,2442.957275,110186000
2020-10-08,2670,2720,2650,2700,2479.693359,154587800
2020-10-09,2710,2750,2700,2730,2507.245605,109122300
2020-10-12,2750,2760,2710,2730,2507.245605,77479100
2020-10-13,2730,2740,2680,2730,2507.245605,97205500
2020-10-14,2730,2830,2710,2810,2580.718018,183236500
