Date,Open,High,Low,Close,Adj Close,Volume
2017-11-30,4200,4220,4150,4150,3545.88916,185905200
2017-12-01,4150,4150,4150,4150,3545.88916,0
2017-12-04,4180,4230,4160,4200,3588.61084,78040500
2017-12-05,4210,4220,4180,4200,3588.61084,96504800
2017-12-06,4160,4210,4160,4200,3588.61084,92126500
2017-12-07,4200,4210,4160,4200,3588.61084,52703100
2017-12-08,4150,4200,4120,4140,3537.344727,88536500
2017-12-11,4110,4150,4110,4140,3537.344727,47625800
2017-12-12,4150,4190,4150,4170,3562.978027,63036000
2017-12-13,4150,4200,4150,4200,3588.61084,49020200
2017-12-14,4220,4250,4200,4250,3631.332031,61517800
2017-12-15,4200,4240,4180,4230,3614.243896,77110600
2017-12-18,4250,4250,4170,4240,3622.787842,47756500
2017-12-19,4200,4200,4170,4190,3580.066406,85383600
2017-12-20,4190,4200,4160,4160,3554.43335,87778400
2017-12-21,4190,4250,4170,4250,3631.332031,83893400
2017-12-22,4250,4300,4210,4300,3674.053955,50330400
2017-12-25,4300,4300,4300,4300,3674.053955,0
2017-12-26,4300,4300,4300,4300,3674.053955,0
2017-12-27,4270,4310,4270,4300,3674.053955,32211800
2017-12-28,4300,4390,4270,4390,3750.952637,88576700
2017-12-29,4390,4460,4390,4440,3793.673828,110053200
2018-01-01,4440,4440,4440,4440,3793.673828,0
2018-01-02,4430,4460,4380,4410,3768.04126,66075600
2018-01-03,4380,4380,4200,4230,3614.243896,129205000
2018-01-04,4230,4250,4190,4220,3605.699219,77953300
2018-01-05,4220,4280,4200,4280,3656.965088,55863000
2018-01-08,4250,4290,4250,4260,3639.876709,42916700
2018-01-09,4240,4240,4180,4200,3588.61084,100497400
2018-01-10,4200,4250,4180,4190,3580.066406,95004000
2018-01-11,4200,4200,4150,4170,3562.978027,80524900
2018-01-12,4160,4190,4130,4130,3528.800537,70976800
2018-01-15,4160,4170,4100,4120,3520.256104,71388000
2018-01-16,4150,4220,4120,4210,3597.155029,84393300
2018-01-17,4210,4220,4180,4200,3588.61084,77197700
2018-01-18,4210,4240,4160,4170,3562.978027,100089500
2018-01-19,4190,4190,4120,4160,3554.43335,70890100
2018-01-22,4120,4160,4120,4130,3528.800537,83090400
2018-01-23,4160,4160,4030,4090,3494.623535,184176500
2018-01-24,4090,4090,3970,3980,3400.635986,241779600
2018-01-25,3980,4020,3920,3970,3392.091553,232552500
2018-01-26,3990,4160,3990,4150,3545.88916,246067800
2018-01-29,4170,4180,4030,4070,3477.534668,156356300
2018-01-30,4020,4040,3960,3970,3392.091553,140694300
2018-01-31,3960,4060,3950,3990,3409.180176,112276200
2018-02-01,4030,4070,3980,3980,3400.635986,102291000
2018-02-02,4030,4030,4000,4000,3417.724365,71707200
2018-02-05,3950,4030,3920,4010,3426.268555,70792500
2018-02-06,3950,3990,3930,3940,3366.45874,146207400
2018-02-07,3990,4020,3950,3980,3400.635986,120081100
2018-02-08,3980,4040,3940,4020,3434.813232,101865000
2018-02-09,3970,4000,3940,3950,3375.002686,78255000
2018-02-12,3950,3990,3950,3960,3383.547363,58535200
2018-02-13,3990,4060,3980,4040,3451.901855,79288000
2018-02-14,4050,4080,3990,4040,3451.901855,63313200
2018-02-15,4050,4060,4000,4010,3426.268555,32896000
2018-02-16,4010,4010,4010,4010,3426.268555,0
2018-02-19,4050,4080,4040,4050,3460.446045,89429500
2018-02-20,4080,4080,4040,4070,3477.534668,53466600
2018-02-21,4040,4080,4020,4070,3477.534668,74130200
2018-02-22,4070,4070,4010,4010,3426.268555,91272600
2018-02-23,4030,4040,4010,4030,3443.357178,59706400
2018-02-26,4050,4050,4010,4030,3443.357178,56293900
2018-02-27,4030,4030,3960,4020,3434.813232,81554100
2018-02-28,3970,4050,3970,4000,3417.724365,94528200
2018-03-01,4050,4090,4020,4060,3468.990479,84215600
2018-03-02,4060,4070,4030,4070,3477.534668,61410200
2018-03-05,4050,4060,4000,4020,3434.813232,56394900
2018-03-06,4050,4060,4020,4020,3434.813232,59010500
2018-03-07,4000,4040,3980,4000,3417.724365,100646000
2018-03-08,4050,4140,4020,4140,3537.344727,152547000
2018-03-09,4150,4160,4090,4150,3545.88916,97354700
2018-03-12,4170,4200,4130,4200,3588.61084,87344000
2018-03-13,4160,4180,4080,4090,3494.623535,96605900
2018-03-14,4070,4090,4040,4060,3468.990479,74296000
2018-03-15,4030,4040,3930,3930,3357.914063,133775500
2018-03-16,3930,3950,3820,3820,3263.927002,208216200
2018-03-19,3860,3900,3810,3820,3263.927002,111808000
2018-03-20,3800,3810,3640,3660,3127.218262,254154700
2018-03-21,3660,3720,3630,3710,3169.939453,152085900
2018-03-22,3720,3810,3690,3700,3161.395264,132850400
2018-03-23,3520,3690,3520,3660,3127.218262,104485500
2018-03-26,3600,3650,3580,3590,3067.407471,104993600
2018-03-27,3630,3650,3540,3560,3041.774658,106157400
2018-03-28,3570,3620,3540,3570,3050.319336,83907700
2018-03-29,3580,3600,3530,3600,3075.951904,106930200
2018-03-30,3600,3600,3600,3600,3075.951904,0
2018-04-02,3640,3680,3600,3670,3135.761963,63944000
2018-04-03,3640,3670,3620,3630,3101.584717,57234700
2018-04-04,3630,3660,3570,3600,3075.951904,80976000
2018-04-05,3650,3690,3650,3680,3144.306396,102973700
2018-04-06,3680,3690,3650,3650,3118.673584,62905500
2018-04-09,3630,3780,3630,3770,3221.205566,114947800
2018-04-10,3740,3880,3730,3860,3298.104248,138847700
2018-04-11,3850,3890,3850,3870,3306.648682,58454500
2018-04-12,3830,3860,3740,3750,3204.116699,76340800
2018-04-13,3760,3780,3630,3660,3127.218262,88313600
2018-04-16,3660,3660,3660,3660,3127.218262,0
2018-04-17,3660,3660,3660,3660,3127.218262,0
2018-04-18,3720,3770,3710,3770,3221.205566,65927000
2018-04-19,3770,3770,3770,3770,3221.205566,0
2018-04-20,3770,3770,3770,3770,3221.205566,0
2018-04-23,3720,3780,3720,3750,3204.116699,72362700
2018-04-24,3810,3830,3770,3830,3272.471191,81396500
2018-04-25,3830,3830,3830,3830,3272.471191,0
2018-04-26,3830,3830,3830,3830,3272.471191,0
2018-04-27,3830,3830,3830,3830,3272.471191,0
2018-04-30,3750,3870,3750,3830,3272.471191,95418200
2018-05-01,3830,3830,3830,3830,3272.471191,0
2018-05-02,3810,3880,3780,3870,3306.648682,118872100
2018-05-03,3850,3860,3740,3740,3195.572754,91601300
2018-05-04,3700,3750,3650,3730,3187.028076,80894300
2018-05-07,3750,3820,3730,3800,3246.837891,97351600
2018-05-08,3650,3670,3570,3620,3120.577148,107379900
2018-05-09,3600,3780,3530,3700,3189.540283,149687500
2018-05-10,3700,3700,3700,3700,3189.540283,0
2018-05-11,3700,3750,3620,3630,3129.197754,120995700
2018-05-14,3560,3610,3500,3540,3051.614258,161018200
2018-05-15,3520,3530,3350,3370,2905.067871,230994800
2018-05-16,3280,3530,3250,3480,2999.89209,205406800
2018-05-17,3510,3610,3490,3490,3008.512451,179026500
2018-05-18,3520,3530,3400,3490,3008.512451,75748600
2018-05-21,3490,3490,3410,3420,2948.169922,57210900
2018-05-22,3420,3500,3420,3470,2991.271729,78667200
2018-05-23,3460,3530,3450,3470,2991.271729,110630200
2018-05-24,3480,3590,3480,3560,3068.85498,84178300
2018-05-25,3540,3590,3530,3560,3068.85498,66374400
2018-05-28,3580,3700,3560,3690,3180.920166,90299200
2018-05-29,3690,3690,3690,3690,3180.920166,0
2018-05-30,3600,3730,3590,3600,3103.336426,148933500
2018-05-31,3600,3610,3500,3520,3034.373779,255204300
2018-06-01,3520,3520,3520,3520,3034.373779,0
2018-06-04,3540,3660,3530,3640,3137.817871,141754800
2018-06-05,3680,3860,3660,3830,3301.605225,181376800
2018-06-06,3790,3830,3760,3790,3267.123779,143554900
2018-06-07,3800,3830,3770,3770,3249.883057,122724300
2018-06-08,3710,3730,3600,3610,3111.957031,260396300
2018-06-11,3610,3610,3610,3610,3111.957031,0
2018-06-12,3610,3610,3610,3610,3111.957031,0
2018-06-13,3610,3610,3610,3610,3111.957031,0
2018-06-14,3610,3610,3610,3610,3111.957031,0
2018-06-15,3610,3610,3610,3610,3111.957031,0
2018-06-18,3610,3610,3610,3610,3111.957031,0
2018-06-19,3610,3610,3610,3610,3111.957031,0
2018-06-20,3540,3710,3510,3710,3198.160889,295386100
2018-06-21,3650,3700,3610,3610,3111.957031,123848500
2018-06-22,3610,3630,3540,3580,3086.095703,121490900
2018-06-25,3630,3690,3600,3660,3155.058838,97826600
2018-06-26,3600,3700,3600,3690,3180.920166,91252300
2018-06-27,3690,3780,3690,3710,3198.160889,106616500
2018-06-28,3700,3720,3660,3660,3155.058838,133779300
2018-06-29,3650,3750,3640,3750,3232.642334,79116600
2018-07-02,3800,3800,3710,3750,3232.642334,55810800
2018-07-03,3740,3740,3670,3700,3189.540283,79439500
2018-07-04,3700,3810,3630,3760,3241.262695,54884500
2018-07-05,3800,3830,3760,3830,3301.605225,59717900
2018-07-06,3850,3890,3830,3860,3327.466553,67655200
2018-07-09,3900,4000,3880,3980,3430.911133,68798500
2018-07-10,3990,4050,3960,4030,3474.012695,118127300
2018-07-11,4000,4080,3960,4060,3499.874023,144055300
2018-07-12,4050,4110,4040,4100,3534.355469,114531700
2018-07-13,4080,4100,3970,4020,3465.392578,120852800
2018-07-16,3970,4030,3860,3940,3396.429688,66229700
2018-07-17,3970,3970,3890,3940,3396.429688,53740400
2018-07-18,3910,4030,3890,4010,3456.771973,75157800
2018-07-19,4000,4000,3910,3910,3370.568115,65340900
2018-07-20,3900,3990,3890,3990,3439.53125,66456000
2018-07-23,4030,4090,4010,4060,3499.874023,74605900
2018-07-24,4090,4090,4030,4030,3474.012695,64353800
2018-07-25,4060,4060,3900,3900,3361.947998,55617500
2018-07-26,3920,3940,3890,3930,3387.808838,55761900
2018-07-27,3910,3950,3890,3940,3396.429688,52506800
2018-07-30,3890,3950,3890,3910,3370.568115,49045100
2018-07-31,3830,3830,3550,3570,3077.475586,339081700
2018-08-01,3570,3600,3500,3550,3060.234619,190720900
2018-08-02,3550,3590,3450,3500,3017.132813,171276100
2018-08-03,3480,3490,3430,3460,2982.651367,224005400
2018-08-06,3480,3670,3480,3650,3146.438477,231846400
2018-08-07,3650,3670,3570,3580,3086.095703,111024900
2018-08-08,3600,3600,3520,3550,3060.234619,109077400
2018-08-09,3520,3550,3490,3490,3008.512451,110452900
2018-08-10,3510,3540,3480,3500,3017.132813,79851700
2018-08-13,3440,3450,3360,3370,2905.067871,106124800
2018-08-14,3360,3440,3330,3350,2887.826904,108189200
2018-08-15,3350,3450,3310,3430,2956.790039,95526000
2018-08-16,3390,3430,3350,3350,2887.826904,112653900
2018-08-17,3350,3350,3350,3350,2887.826904,0
2018-08-20,3420,3450,3370,3390,2922.308594,163133800
2018-08-21,3400,3440,3350,3350,2887.826904,126746000
2018-08-22,3350,3350,3350,3350,2887.826904,0
2018-08-23,3390,3390,3290,3300,2844.725098,209401300
2018-08-24,3290,3340,3270,3290,2836.10498,103476200
2018-08-27,3330,3480,3310,3460,2982.651367,142917000
2018-08-28,3480,3600,3480,3580,3086.095703,224122500
2018-08-29,3560,3610,3520,3580,3086.095703,126710100
2018-08-30,3580,3590,3510,3510,3025.753174,80352300
2018-08-31,3500,3520,3460,3490,3008.512451,109920300
2018-09-03,3520,3550,3480,3490,3008.512451,46014400
2018-09-04,3500,3510,3410,3420,2948.169922,77620800
2018-09-05,3400,3400,3250,3270,2818.864258,183864900
2018-09-06,3250,3380,3250,3360,2896.44751,172294300
2018-09-07,3360,3390,3320,3390,2922.308594,99447200
2018-09-10,3380,3400,3350,3380,2913.688232,48741600
2018-09-11,3380,3380,3380,3380,2913.688232,0
2018-09-12,3380,3390,3310,3320,2861.966064,81217700
2018-09-13,3370,3470,3370,3450,2974.030762,115198100
2018-09-14,3470,3600,3470,3590,3094.716309,156541000
2018-09-17,3550,3570,3430,3470,2991.271729,95431800
2018-09-18,3470,3590,3440,3570,3077.475586,132571400
2018-09-19,3580,3610,3540,3550,3060.234619,88139600
2018-09-20,3590,3640,3570,3600,3103.336426,80194400
2018-09-21,3630,3630,3550,3600,3103.336426,98577800
2018-09-24,3590,3600,3510,3540,3051.614258,48101000
2018-09-25,3540,3560,3520,3560,3068.85498,25350200
2018-09-26,3550,3590,3540,3540,3051.614258,51055900
2018-09-27,3580,3590,3550,3580,3086.095703,49549400
2018-09-28,3600,3670,3600,3640,3137.817871,116695900
2018-10-01,3610,3690,3610,3670,3163.679443,45504900
2018-10-02,3640,3670,3580,3620,3120.577148,61393800
2018-10-03,3570,3640,3570,3600,3103.336426,46611900
2018-10-04,3570,3600,3510,3600,3103.336426,82550500
2018-10-05,3540,3600,3530,3530,3042.993896,59270300
2018-10-08,3500,3530,3470,3520,3034.373779,71886100
2018-10-09,3530,3620,3520,3590,3094.716309,58708100
2018-10-10,3640,3640,3560,3600,3103.336426,31937500
2018-10-11,3500,3640,3480,3570,3077.475586,114418300
2018-10-12,3630,3700,3620,3680,3172.299561,87991200
2018-10-15,3700,3750,3650,3660,3155.058838,68466400
2018-10-16,3680,3780,3680,3780,3258.503418,98103600
2018-10-17,3800,3910,3800,3900,3361.947998,122953700
2018-10-18,3840,3880,3720,3760,3241.262695,102322600
2018-10-19,3700,3770,3690,3730,3215.401611,140162100
2018-10-22,3730,3830,3730,3800,3275.744141,57680500
2018-10-23,3800,3800,3670,3700,3189.540283,53266800
2018-10-24,3700,3710,3520,3520,3034.373779,117672200
2018-10-25,3490,3580,3460,3550,3060.234619,120108900
2018-10-26,3580,3660,3580,3630,3129.197754,100554100
2018-10-29,3630,3660,3580,3660,3155.058838,54304000
2018-10-30,3640,3850,3630,3800,3275.744141,158933000
2018-10-31,3850,3870,3730,3850,3318.845947,140351400
2018-11-01,3850,3880,3810,3880,3344.707275,69586900
2018-11-02,3900,3940,3880,3940,3396.429688,98072700
2018-11-05,3850,3910,3850,3890,3353.327393,60121700
2018-11-06,3930,3930,3820,3890,3353.327393,58088000
2018-11-07,3900,3950,3870,3950,3405.049561,98350100
2018-11-08,3970,4000,3920,4000,3448.151855,74004300
2018-11-09,3960,3960,3920,3920,3379.188965,45243300
2018-11-12,3890,3950,3860,3860,3327.466553,57256000
2018-11-13,3810,3850,3750,3830,3301.605225,89819400
2018-11-14,3860,3880,3750,3750,3232.642334,72968500
2018-11-15,3800,3940,3790,3910,3370.568115,71440400
